	genome_name	genome_name	genome_name	genome_name
485.5889	9	1	Neisseria gonorrhoeae ERR855147	9
485.589	3	1	Neisseria gonorrhoeae 37649	3
485.5890	9	1	Neisseria gonorrhoeae ERR855151	9
485.5891	9	1	Neisseria gonorrhoeae ERR855152	9
485.5892	9	1	Neisseria gonorrhoeae ERR855145	9
485.5893	9	1	Neisseria gonorrhoeae ERR855146	9
485.5894	9	1	Neisseria gonorrhoeae ERR855153	9
485.5895	9	1	Neisseria gonorrhoeae ERR855144	9
485.5896	9	1	Neisseria gonorrhoeae ERR855149	9
485.5897	9	1	Neisseria gonorrhoeae ERR855150	9
485.5898	9	1	Neisseria gonorrhoeae ERR855154	9
485.5899	9	1	Neisseria gonorrhoeae ERR855143	9
485.59	16	1	Neisseria gonorrhoeae strain GCGS161	16
485.590	3	1	Neisseria gonorrhoeae 38132	3
485.5900	9	1	Neisseria gonorrhoeae ERR855166	9
485.5901	9	1	Neisseria gonorrhoeae ERR855160	9
485.5902	9	1	Neisseria gonorrhoeae ERR855159	9
485.5903	9	1	Neisseria gonorrhoeae ERR855165	9
485.5904	9	1	Neisseria gonorrhoeae ERR855167	9
485.5905	9	1	Neisseria gonorrhoeae ERR855164	9
485.5906	9	1	Neisseria gonorrhoeae ERR855162	9
485.5907	9	1	Neisseria gonorrhoeae ERR855161	9
485.5908	9	1	Neisseria gonorrhoeae ERR855155	9
485.5909	9	1	Neisseria gonorrhoeae ERR855158	9
485.591	3	1	Neisseria gonorrhoeae 38133	3
485.5910	9	1	Neisseria gonorrhoeae ERR855157	9
485.5911	9	1	Neisseria gonorrhoeae ERR855173	9
485.5912	9	1	Neisseria gonorrhoeae ERR855172	9
485.5913	9	1	Neisseria gonorrhoeae ERR855174	9
485.5914	9	1	Neisseria gonorrhoeae ERR855168	9
485.5915	9	1	Neisseria gonorrhoeae ERR855177	9
485.5916	9	1	Neisseria gonorrhoeae ERR855170	9
485.5917	9	1	Neisseria gonorrhoeae ERR855176	9
485.5918	9	1	Neisseria gonorrhoeae ERR855171	9
485.5919	9	1	Neisseria gonorrhoeae ERR855169	9
485.592	3	1	Neisseria gonorrhoeae 38134	3
485.5920	9	1	Neisseria gonorrhoeae ERR855178	9
485.5921	9	1	Neisseria gonorrhoeae ERR855179	9
485.5922	9	1	Neisseria gonorrhoeae ERR855183	9
485.5923	9	1	Neisseria gonorrhoeae ERR855186	9
485.5924	9	1	Neisseria gonorrhoeae ERR855184	9
485.5925	9	1	Neisseria gonorrhoeae ERR855181	9
485.5926	9	1	Neisseria gonorrhoeae ERR855188	9
485.5927	9	1	Neisseria gonorrhoeae ERR855187	9
485.5928	9	1	Neisseria gonorrhoeae ERR855191	9
485.5929	9	1	Neisseria gonorrhoeae ERR855182	9
485.593	3	1	Neisseria gonorrhoeae 38135	3
485.5930	9	1	Neisseria gonorrhoeae ERR855190	9
485.5931	9	1	Neisseria gonorrhoeae ERR855189	9
485.5932	9	1	Neisseria gonorrhoeae ERR855180	9
485.5933	7	1	Neisseria gonorrhoeae ERR855203	7
485.5934	7	1	Neisseria gonorrhoeae ERR855202	7
485.5935	7	1	Neisseria gonorrhoeae ERR855199	7
485.5936	7	1	Neisseria gonorrhoeae ERR855198	7
485.5937	9	1	Neisseria gonorrhoeae ERR855193	9
485.5938	7	1	Neisseria gonorrhoeae ERR855200	7
485.5939	7	1	Neisseria gonorrhoeae ERR855197	7
485.594	3	1	Neisseria gonorrhoeae 38137	3
485.5940	7	1	Neisseria gonorrhoeae ERR855204	7
485.5941	7	1	Neisseria gonorrhoeae ERR855205	7
485.5942	7	1	Neisseria gonorrhoeae ERR855195	7
485.5943	7	1	Neisseria gonorrhoeae ERR855196	7
485.5944	7	1	Neisseria gonorrhoeae ERR855217	7
485.5945	7	1	Neisseria gonorrhoeae ERR855208	7
485.5946	7	1	Neisseria gonorrhoeae ERR855216	7
485.5947	7	1	Neisseria gonorrhoeae ERR855212	7
485.5948	7	1	Neisseria gonorrhoeae ERR855213	7
485.5949	7	1	Neisseria gonorrhoeae ERR855210	7
485.595	3	1	Neisseria gonorrhoeae 38138	3
485.5950	7	1	Neisseria gonorrhoeae ERR855207	7
485.5951	7	1	Neisseria gonorrhoeae ERR855209	7
485.5952	7	1	Neisseria gonorrhoeae ERR855215	7
485.5953	7	1	Neisseria gonorrhoeae ERR855214	7
485.5954	7	1	Neisseria gonorrhoeae ERR855206	7
485.5955	7	1	Neisseria gonorrhoeae ERR855224	7
485.5956	9	1	Neisseria gonorrhoeae ERR855225	9
485.5957	7	1	Neisseria gonorrhoeae ERR855221	7
485.5958	9	1	Neisseria gonorrhoeae ERR855222	9
485.5959	7	1	Neisseria gonorrhoeae ERR855223	7
485.596	3	1	Neisseria gonorrhoeae 38141	3
485.5960	9	1	Neisseria gonorrhoeae ERR855227	9
485.5961	9	1	Neisseria gonorrhoeae ERR855226	9
485.5962	7	1	Neisseria gonorrhoeae ERR855220	7
485.5963	7	1	Neisseria gonorrhoeae ERR855218	7
485.5964	9	1	Neisseria gonorrhoeae ERR855230	9
485.5965	9	1	Neisseria gonorrhoeae ERR855229	9
485.5966	9	1	Neisseria gonorrhoeae ERR855231	9
485.5967	9	1	Neisseria gonorrhoeae ERR855232	9
485.5968	9	1	Neisseria gonorrhoeae ERR855233	9
485.5969	9	1	Neisseria gonorrhoeae ERR855235	9
485.597	3	1	Neisseria gonorrhoeae 38143	3
485.5970	9	1	Neisseria gonorrhoeae ERR855234	9
485.5971	9	1	Neisseria gonorrhoeae ERR855236	9
485.5972	9	1	Neisseria gonorrhoeae ERR855237	9
485.5973	9	1	Neisseria gonorrhoeae ERR855238	9
485.5974	9	1	Neisseria gonorrhoeae ERR855239	9
485.5975	9	1	Neisseria gonorrhoeae ERR855240	9
485.5976	9	1	Neisseria gonorrhoeae ERR855242	9
485.5977	9	1	Neisseria gonorrhoeae ERR855243	9
485.5978	9	1	Neisseria gonorrhoeae ERR855245	9
485.5979	9	1	Neisseria gonorrhoeae ERR855244	9
485.598	3	1	Neisseria gonorrhoeae 38144	3
485.5980	7	1	Neisseria gonorrhoeae ERR855247	7
485.5981	7	1	Neisseria gonorrhoeae ERR855246	7
485.5982	9	1	Neisseria gonorrhoeae ERR855249	9
485.5983	9	1	Neisseria gonorrhoeae ERR855248	9
485.5984	9	1	Neisseria gonorrhoeae ERR855251	9
485.5985	9	1	Neisseria gonorrhoeae ERR855250	9
485.5986	9	1	Neisseria gonorrhoeae ERR855252	9
485.5987	9	1	Neisseria gonorrhoeae ERR855253	9
485.5988	9	1	Neisseria gonorrhoeae ERR855260	9
485.5989	9	1	Neisseria gonorrhoeae ERR855258	9
485.599	3	1	Neisseria gonorrhoeae 38145	3
485.5990	9	1	Neisseria gonorrhoeae ERR855259	9
485.5991	9	1	Neisseria gonorrhoeae ERR855254	9
485.5992	9	1	Neisseria gonorrhoeae ERR855257	9
485.5993	9	1	Neisseria gonorrhoeae ERR855261	9
485.5994	9	1	Neisseria gonorrhoeae ERR855264	9
485.5995	9	1	Neisseria gonorrhoeae ERR855263	9
485.5996	9	1	Neisseria gonorrhoeae ERR855265	9
485.5997	9	1	Neisseria gonorrhoeae ERR855266	9
485.5998	9	1	Neisseria gonorrhoeae ERR855267	9
485.5999	9	1	Neisseria gonorrhoeae ERR855279	9
485.60	16	1	Neisseria gonorrhoeae strain GCGS242	16
485.600	3	1	Neisseria gonorrhoeae 38152	3
485.6000	9	1	Neisseria gonorrhoeae ERR855280	9
485.6001	9	1	Neisseria gonorrhoeae ERR855275	9
485.6002	9	1	Neisseria gonorrhoeae ERR855268	9
485.6003	9	1	Neisseria gonorrhoeae ERR855271	9
485.6004	9	1	Neisseria gonorrhoeae ERR855277	9
485.6005	9	1	Neisseria gonorrhoeae ERR855274	9
485.6006	9	1	Neisseria gonorrhoeae ERR855276	9
485.6007	9	1	Neisseria gonorrhoeae ERR855269	9
485.6008	9	1	Neisseria gonorrhoeae ERR855283	9
485.6009	9	1	Neisseria gonorrhoeae ERR855284	9
485.601	3	1	Neisseria gonorrhoeae 38196	3
485.6010	9	1	Neisseria gonorrhoeae ERR855285	9
485.6011	9	1	Neisseria gonorrhoeae ERR855287	9
485.6012	9	1	Neisseria gonorrhoeae ERR855288	9
485.6013	9	1	Neisseria gonorrhoeae ERR855290	9
485.6014	9	1	Neisseria gonorrhoeae ERR855289	9
485.6015	9	1	Neisseria gonorrhoeae ERR855291	9
485.6016	9	1	Neisseria gonorrhoeae ERR855292	9
485.6017	9	1	Neisseria gonorrhoeae ERR855282	9
485.6018	9	1	Neisseria gonorrhoeae ERR855272	9
485.6019	9	1	Neisseria gonorrhoeae ERR855273	9
485.602	3	1	Neisseria gonorrhoeae 38197	3
485.6020	9	1	Neisseria gonorrhoeae ERR855281	9
485.6021	9	1	Neisseria gonorrhoeae ERR855304	9
485.6022	9	1	Neisseria gonorrhoeae ERR855299	9
485.6023	9	1	Neisseria gonorrhoeae ERR855295	9
485.6024	9	1	Neisseria gonorrhoeae ERR855300	9
485.6025	9	1	Neisseria gonorrhoeae ERR855298	9
485.6026	9	1	Neisseria gonorrhoeae ERR855302	9
485.6027	9	1	Neisseria gonorrhoeae ERR855301	9
485.6028	9	1	Neisseria gonorrhoeae ERR855296	9
485.6029	9	1	Neisseria gonorrhoeae ERR855297	9
485.6030	9	1	Neisseria gonorrhoeae ERR855305	9
485.6031	9	1	Neisseria gonorrhoeae ERR855308	9
485.6032	9	1	Neisseria gonorrhoeae ERR855307	9
485.6033	9	1	Neisseria gonorrhoeae ERR855309	9
485.6034	9	1	Neisseria gonorrhoeae ERR855310	9
485.6035	9	1	Neisseria gonorrhoeae ERR855311	9
485.6036	9	1	Neisseria gonorrhoeae ERR855313	9
485.6037	9	1	Neisseria gonorrhoeae ERR855306	9
485.6038	9	1	Neisseria gonorrhoeae ERR855316	9
485.6039	9	1	Neisseria gonorrhoeae ERR855315	9
485.6040	9	1	Neisseria gonorrhoeae ERR855293	9
485.6041	9	1	Neisseria gonorrhoeae ERR855312	9
485.6042	9	1	Neisseria gonorrhoeae ERR855317	9
485.6043	9	1	Neisseria gonorrhoeae ERR855326	9
485.6044	9	1	Neisseria gonorrhoeae ERR855323	9
485.6045	9	1	Neisseria gonorrhoeae ERR855322	9
485.6046	9	1	Neisseria gonorrhoeae ERR855321	9
485.6047	9	1	Neisseria gonorrhoeae ERR855320	9
485.6048	9	1	Neisseria gonorrhoeae ERR855318	9
485.6049	9	1	Neisseria gonorrhoeae ERR855319	9
485.6050	9	1	Neisseria gonorrhoeae ERR855329	9
485.6051	9	1	Neisseria gonorrhoeae ERR855328	9
485.6052	9	1	Neisseria gonorrhoeae ERR855330	9
485.6053	9	1	Neisseria gonorrhoeae ERR855332	9
485.6054	9	1	Neisseria gonorrhoeae ERR855331	9
485.6055	9	1	Neisseria gonorrhoeae ERR855333	9
485.6056	9	1	Neisseria gonorrhoeae ERR855334	9
485.6057	9	1	Neisseria gonorrhoeae ERR855337	9
485.6058	9	1	Neisseria gonorrhoeae ERR855335	9
485.6059	9	1	Neisseria gonorrhoeae ERR855338	9
485.6060	9	1	Neisseria gonorrhoeae ERR855339	9
485.6061	9	1	Neisseria gonorrhoeae ERR855340	9
485.6062	9	1	Neisseria gonorrhoeae ERR855342	9
485.6063	9	1	Neisseria gonorrhoeae ERR855341	9
485.6064	9	1	Neisseria gonorrhoeae ERR855343	9
485.6065	9	1	Neisseria gonorrhoeae ERR855352	9
485.6066	9	1	Neisseria gonorrhoeae ERR855351	9
485.6067	9	1	Neisseria gonorrhoeae ERR855344	9
485.6068	9	1	Neisseria gonorrhoeae ERR855350	9
485.6069	9	1	Neisseria gonorrhoeae ERR855349	9
485.6070	9	1	Neisseria gonorrhoeae ERR855347	9
485.6071	9	1	Neisseria gonorrhoeae ERR855346	9
485.6072	9	1	Neisseria gonorrhoeae ERR855353	9
485.6073	9	1	Neisseria gonorrhoeae ERR855354	9
485.6074	9	1	Neisseria gonorrhoeae ERR855356	9
485.6075	9	1	Neisseria gonorrhoeae ERR855357	9
485.6076	9	1	Neisseria gonorrhoeae ERR855358	9
485.6077	9	1	Neisseria gonorrhoeae ERR855360	9
485.6078	9	1	Neisseria gonorrhoeae ERR855362	9
485.6079	9	1	Neisseria gonorrhoeae ERR855359	9
485.6080	9	1	Neisseria gonorrhoeae ERR855365	9
485.6081	9	1	Neisseria gonorrhoeae ERR855367	9
485.6082	9	1	Neisseria gonorrhoeae ERR855364	9
485.6083	9	1	Neisseria gonorrhoeae ERR855363	9
485.6084	9	1	Neisseria gonorrhoeae ERR855368	9
485.6085	9	1	Neisseria gonorrhoeae ERR855369	9
485.6086	9	1	Neisseria gonorrhoeae ERR855370	9
485.6087	9	1	Neisseria gonorrhoeae ERR855373	9
485.6088	9	1	Neisseria gonorrhoeae ERR855371	9
485.6089	9	1	Neisseria gonorrhoeae ERR855372	9
485.6090	9	1	Neisseria gonorrhoeae ERR855374	9
485.6091	9	1	Neisseria gonorrhoeae ERR855375	9
485.6092	9	1	Neisseria gonorrhoeae ERR855377	9
485.6093	9	1	Neisseria gonorrhoeae ERR855376	9
485.6094	9	1	Neisseria gonorrhoeae ERR855379	9
485.6095	9	1	Neisseria gonorrhoeae ERR855380	9
485.6096	9	1	Neisseria gonorrhoeae ERR855378	9
485.6097	9	1	Neisseria gonorrhoeae ERR855381	9
485.6098	9	1	Neisseria gonorrhoeae ERR855384	9
485.6099	9	1	Neisseria gonorrhoeae ERR855383	9
485.61	16	1	Neisseria gonorrhoeae strain GCGS200	16
485.6100	9	1	Neisseria gonorrhoeae ERR855386	9
485.6101	9	1	Neisseria gonorrhoeae ERR855385	9
485.6102	9	1	Neisseria gonorrhoeae ERR855387	9
485.6103	9	1	Neisseria gonorrhoeae ERR855388	9
485.6104	9	1	Neisseria gonorrhoeae ERR855389	9
485.6105	9	1	Neisseria gonorrhoeae ERR855390	9
485.6106	9	1	Neisseria gonorrhoeae ERR855391	9
485.6107	9	1	Neisseria gonorrhoeae ERR855393	9
485.6108	9	1	Neisseria gonorrhoeae ERR855392	9
485.6109	9	1	Neisseria gonorrhoeae ERR855396	9
485.6110	9	1	Neisseria gonorrhoeae ERR855395	9
485.6111	9	1	Neisseria gonorrhoeae ERR855397	9
485.6112	9	1	Neisseria gonorrhoeae ERR855394	9
485.6113	9	1	Neisseria gonorrhoeae ERR855398	9
485.6114	9	1	Neisseria gonorrhoeae ERR855399	9
485.6115	9	1	Neisseria gonorrhoeae ERR855400	9
485.6116	9	1	Neisseria gonorrhoeae ERR855401	9
485.6117	9	1	Neisseria gonorrhoeae ERR855402	9
485.6118	9	1	Neisseria gonorrhoeae ERR855404	9
485.6119	9	1	Neisseria gonorrhoeae ERR855403	9
485.6120	9	1	Neisseria gonorrhoeae ERR855413	9
485.6121	9	1	Neisseria gonorrhoeae ERR855414	9
485.6122	9	1	Neisseria gonorrhoeae ERR855408	9
485.6123	9	1	Neisseria gonorrhoeae ERR855411	9
485.6124	9	1	Neisseria gonorrhoeae ERR855412	9
485.6125	9	1	Neisseria gonorrhoeae ERR855410	9
485.6126	9	1	Neisseria gonorrhoeae ERR855409	9
485.6127	9	1	Neisseria gonorrhoeae ERR855406	9
485.6128	9	1	Neisseria gonorrhoeae ERR855405	9
485.6129	9	1	Neisseria gonorrhoeae ERR855407	9
485.6130	9	1	Neisseria gonorrhoeae ERR855415	9
485.6131	9	1	Neisseria gonorrhoeae ERR855418	9
485.6132	9	1	Neisseria gonorrhoeae ERR855425	9
485.6133	9	1	Neisseria gonorrhoeae ERR855419	9
485.6134	9	1	Neisseria gonorrhoeae ERR855420	9
485.6135	9	1	Neisseria gonorrhoeae ERR855426	9
485.6136	9	1	Neisseria gonorrhoeae ERR855422	9
485.6137	9	1	Neisseria gonorrhoeae ERR855421	9
485.6138	9	1	Neisseria gonorrhoeae ERR855416	9
485.6139	9	1	Neisseria gonorrhoeae ERR855417	9
485.6140	9	1	Neisseria gonorrhoeae ERR855424	9
485.6141	9	1	Neisseria gonorrhoeae ERR855423	9
485.6142	9	1	Neisseria gonorrhoeae ERR855432	9
485.6143	9	1	Neisseria gonorrhoeae ERR855433	9
485.6144	9	1	Neisseria gonorrhoeae ERR855434	9
485.6145	9	1	Neisseria gonorrhoeae ERR855429	9
485.6146	9	1	Neisseria gonorrhoeae ERR855431	9
485.6147	9	1	Neisseria gonorrhoeae ERR855430	9
485.6148	9	1	Neisseria gonorrhoeae ERR855428	9
485.6149	9	1	Neisseria gonorrhoeae ERR956668	9
485.6150	9	1	Neisseria gonorrhoeae ERR855435	9
485.6151	9	1	Neisseria gonorrhoeae ERR910008	9
485.6152	9	1	Neisseria gonorrhoeae ERR855427	9
485.6153	9	1	Neisseria gonorrhoeae ERR956671	9
485.6154	9	1	Neisseria gonorrhoeae ERR956669	9
485.6155	9	1	Neisseria gonorrhoeae ERR956670	9
485.6156	9	1	Neisseria gonorrhoeae ERR956672	9
485.6157	9	1	Neisseria gonorrhoeae ERR956674	9
485.6158	9	1	Neisseria gonorrhoeae ERR956673	9
485.6159	9	1	Neisseria gonorrhoeae ERR956679	9
485.6160	9	1	Neisseria gonorrhoeae ERR956677	9
485.6161	9	1	Neisseria gonorrhoeae ERR956675	9
485.6162	9	1	Neisseria gonorrhoeae ERR956676	9
485.6163	9	1	Neisseria gonorrhoeae ERR956678	9
485.6164	9	1	Neisseria gonorrhoeae ERR956680	9
485.6165	9	1	Neisseria gonorrhoeae ERR956687	9
485.6166	9	1	Neisseria gonorrhoeae ERR956685	9
485.6167	9	1	Neisseria gonorrhoeae ERR956684	9
485.6168	9	1	Neisseria gonorrhoeae ERR956683	9
485.6169	9	1	Neisseria gonorrhoeae ERR956682	9
485.6170	9	1	Neisseria gonorrhoeae ERR956688	9
485.6171	9	1	Neisseria gonorrhoeae ERR956690	9
485.6172	9	1	Neisseria gonorrhoeae ERR956689	9
485.6173	9	1	Neisseria gonorrhoeae ERR956681	9
485.6174	7	1	Neisseria gonorrhoeae ERR956691	7
485.6175	7	1	Neisseria gonorrhoeae ERR956693	7
485.6176	9	1	Neisseria gonorrhoeae ERR971380	9
485.6177	9	1	Neisseria gonorrhoeae ERR956694	9
485.6178	7	1	Neisseria gonorrhoeae ERR956692	7
485.6179	9	1	Neisseria gonorrhoeae ERR971379	9
485.6180	7	1	Neisseria gonorrhoeae ERR956696	7
485.6181	9	1	Neisseria gonorrhoeae ERR971378	9
485.6182	9	1	Neisseria gonorrhoeae ERR971375	9
485.6183	9	1	Neisseria gonorrhoeae ERR971377	9
485.6184	9	1	Neisseria gonorrhoeae ERR971374	9
485.6185	9	1	Neisseria gonorrhoeae ERR971376	9
485.6186	2	1	Neisseria gonorrhoeae SRR1661157	2
485.6187	7	1	Neisseria gonorrhoeae SRR1661153	7
485.6188	9	1	Neisseria gonorrhoeae ERR971381	9
485.6189	2	1	Neisseria gonorrhoeae SRR1661156	2
485.6190	2	1	Neisseria gonorrhoeae SRR1661161	2
485.6191	7	1	Neisseria gonorrhoeae SRR1661155	7
485.6192	9	1	Neisseria gonorrhoeae ERR971382	9
485.6193	2	1	Neisseria gonorrhoeae SRR1661154	2
485.6194	2	1	Neisseria gonorrhoeae SRR1661159	2
485.6195	2	1	Neisseria gonorrhoeae SRR1661160	2
485.6196	2	1	Neisseria gonorrhoeae SRR1661158	2
485.6197	2	1	Neisseria gonorrhoeae SRR1661164	2
485.6198	2	1	Neisseria gonorrhoeae SRR1661165	2
485.6199	7	1	Neisseria gonorrhoeae SRR1661167	7
485.62	16	1	Neisseria gonorrhoeae strain GCGS221	16
485.6200	2	1	Neisseria gonorrhoeae SRR1661169	2
485.6201	2	1	Neisseria gonorrhoeae SRR1661166	2
485.6202	2	1	Neisseria gonorrhoeae SRR1661172	2
485.6203	2	1	Neisseria gonorrhoeae SRR1661170	2
485.6204	2	1	Neisseria gonorrhoeae SRR1661163	2
485.6205	2	1	Neisseria gonorrhoeae SRR1661171	2
485.6206	2	1	Neisseria gonorrhoeae SRR1661162	2
485.6207	2	1	Neisseria gonorrhoeae SRR1661173	2
485.6208	2	1	Neisseria gonorrhoeae SRR1661182	2
485.6209	2	1	Neisseria gonorrhoeae SRR1661181	2
485.6210	7	1	Neisseria gonorrhoeae SRR1661175	7
485.6211	2	1	Neisseria gonorrhoeae SRR1661184	2
485.6212	2	1	Neisseria gonorrhoeae SRR1661180	2
485.6213	7	1	Neisseria gonorrhoeae SRR1661183	7
485.6214	2	1	Neisseria gonorrhoeae SRR1661178	2
485.6215	2	1	Neisseria gonorrhoeae SRR1661177	2
485.6216	2	1	Neisseria gonorrhoeae SRR1661176	2
485.6217	2	1	Neisseria gonorrhoeae SRR1661189	2
485.6218	2	1	Neisseria gonorrhoeae SRR1661188	2
485.6219	2	1	Neisseria gonorrhoeae SRR1661185	2
485.6220	2	1	Neisseria gonorrhoeae SRR1661195	2
485.6221	2	1	Neisseria gonorrhoeae SRR1661192	2
485.6222	2	1	Neisseria gonorrhoeae SRR1661190	2
485.6223	2	1	Neisseria gonorrhoeae SRR1661194	2
485.6224	2	1	Neisseria gonorrhoeae SRR1661191	2
485.6225	2	1	Neisseria gonorrhoeae SRR1661186	2
485.6226	2	1	Neisseria gonorrhoeae SRR1661187	2
485.6227	2	1	Neisseria gonorrhoeae SRR1661193	2
485.6228	2	1	Neisseria gonorrhoeae SRR1661174	2
485.6229	2	1	Neisseria gonorrhoeae SRR1661179	2
485.6230	2	1	Neisseria gonorrhoeae SRR1661201	2
485.6231	2	1	Neisseria gonorrhoeae SRR1661205	2
485.6232	2	1	Neisseria gonorrhoeae SRR1661204	2
485.6233	2	1	Neisseria gonorrhoeae SRR1661197	2
485.6234	7	1	Neisseria gonorrhoeae SRR1661199	7
485.6235	2	1	Neisseria gonorrhoeae SRR1661196	2
485.6236	2	1	Neisseria gonorrhoeae SRR1661200	2
485.6237	2	1	Neisseria gonorrhoeae SRR1661198	2
485.6238	2	1	Neisseria gonorrhoeae SRR1661206	2
485.6239	2	1	Neisseria gonorrhoeae SRR1661203	2
485.6240	2	1	Neisseria gonorrhoeae SRR1661202	2
485.6241	2	1	Neisseria gonorrhoeae SRR1661209	2
485.6242	2	1	Neisseria gonorrhoeae SRR1661208	2
485.6243	7	1	Neisseria gonorrhoeae SRR1661207	7
485.6244	2	1	Neisseria gonorrhoeae SRR1661210	2
485.6245	2	1	Neisseria gonorrhoeae SRR1661212	2
485.6246	7	1	Neisseria gonorrhoeae SRR1661211	7
485.6247	2	1	Neisseria gonorrhoeae SRR1661214	2
485.6248	2	1	Neisseria gonorrhoeae SRR1661213	2
485.6249	2	1	Neisseria gonorrhoeae SRR1661215	2
485.6250	2	1	Neisseria gonorrhoeae SRR1661217	2
485.6251	2	1	Neisseria gonorrhoeae SRR1661216	2
485.6252	2	1	Neisseria gonorrhoeae SRR1661226	2
485.6253	7	1	Neisseria gonorrhoeae SRR1661227	7
485.6254	2	1	Neisseria gonorrhoeae SRR1661219	2
485.6255	5	1	Neisseria gonorrhoeae SRR1661223	5
485.6256	2	1	Neisseria gonorrhoeae SRR1661225	2
485.6257	2	1	Neisseria gonorrhoeae SRR1661218	2
485.6258	2	1	Neisseria gonorrhoeae SRR1661224	2
485.6259	2	1	Neisseria gonorrhoeae SRR1661221	2
485.6260	2	1	Neisseria gonorrhoeae SRR1661222	2
485.6261	2	1	Neisseria gonorrhoeae SRR1661228	2
485.6262	2	1	Neisseria gonorrhoeae SRR1661230	2
485.6263	2	1	Neisseria gonorrhoeae SRR1661231	2
485.6264	2	1	Neisseria gonorrhoeae SRR1661233	2
485.6265	2	1	Neisseria gonorrhoeae SRR1661234	2
485.6266	2	1	Neisseria gonorrhoeae SRR1661232	2
485.6267	2	1	Neisseria gonorrhoeae SRR1661229	2
485.6268	2	1	Neisseria gonorrhoeae SRR1661235	2
485.6269	2	1	Neisseria gonorrhoeae SRR1661220	2
485.6270	2	1	Neisseria gonorrhoeae SRR1661236	2
485.6271	2	1	Neisseria gonorrhoeae SRR1661237	2
485.6272	2	1	Neisseria gonorrhoeae SRR1661239	2
485.6273	2	1	Neisseria gonorrhoeae SRR1661238	2
485.6274	2	1	Neisseria gonorrhoeae SRR1661248	2
485.6275	2	1	Neisseria gonorrhoeae SRR1661247	2
485.6276	2	1	Neisseria gonorrhoeae SRR1661246	2
485.6277	7	1	Neisseria gonorrhoeae SRR1661245	7
485.6278	2	1	Neisseria gonorrhoeae SRR1661240	2
485.6279	2	1	Neisseria gonorrhoeae SRR1661244	2
485.6280	7	1	Neisseria gonorrhoeae SRR1661243	7
485.6281	2	1	Neisseria gonorrhoeae SRR1661241	2
485.6282	2	1	Neisseria gonorrhoeae SRR1661251	2
485.6283	7	1	Neisseria gonorrhoeae SRR1661250	7
485.6284	7	1	Neisseria gonorrhoeae SRR1661249	7
485.6285	2	1	Neisseria gonorrhoeae SRR1661256	2
485.6286	2	1	Neisseria gonorrhoeae SRR1661253	2
485.6287	2	1	Neisseria gonorrhoeae SRR1661254	2
485.6288	2	1	Neisseria gonorrhoeae SRR1661255	2
485.6289	2	1	Neisseria gonorrhoeae SRR1661252	2
485.6290	2	1	Neisseria gonorrhoeae SRR1661257	2
485.6291	2	1	Neisseria gonorrhoeae SRR1661258	2
485.6292	2	1	Neisseria gonorrhoeae SRR1661259	2
485.6293	2	1	Neisseria gonorrhoeae SRR1661260	2
485.6294	2	1	Neisseria gonorrhoeae SRR1661261	2
485.6295	7	1	Neisseria gonorrhoeae SRR1661262	7
485.6296	2	1	Neisseria gonorrhoeae SRR1661270	2
485.6297	2	1	Neisseria gonorrhoeae SRR1661271	2
485.6298	7	1	Neisseria gonorrhoeae SRR1661265	7
485.6299	2	1	Neisseria gonorrhoeae SRR1661266	2
485.63	16	1	Neisseria gonorrhoeae strain GCGS117	16
485.6300	2	1	Neisseria gonorrhoeae SRR1661264	2
485.6301	2	1	Neisseria gonorrhoeae SRR1661263	2
485.6302	2	1	Neisseria gonorrhoeae SRR1661273	2
485.6303	2	1	Neisseria gonorrhoeae SRR1661267	2
485.6304	2	1	Neisseria gonorrhoeae SRR1661269	2
485.6305	2	1	Neisseria gonorrhoeae SRR1661268	2
485.6306	2	1	Neisseria gonorrhoeae SRR1661272	2
485.6307	2	1	Neisseria gonorrhoeae SRR1661277	2
485.6308	7	1	Neisseria gonorrhoeae SRR1661279	7
485.6309	2	1	Neisseria gonorrhoeae SRR1661276	2
485.6310	2	1	Neisseria gonorrhoeae SRR1661278	2
485.6311	2	1	Neisseria gonorrhoeae SRR1661275	2
485.6312	2	1	Neisseria gonorrhoeae SRR1661274	2
485.6313	2	1	Neisseria gonorrhoeae SRR1661280	2
485.6314	7	1	Neisseria gonorrhoeae SRR1661281	7
485.6315	2	1	Neisseria gonorrhoeae SRR1661282	2
485.6316	2	1	Neisseria gonorrhoeae SRR1661283	2
485.6317	2	1	Neisseria gonorrhoeae SRR1661284	2
485.6318	2	1	Neisseria gonorrhoeae SRR1661285	2
485.6319	2	1	Neisseria gonorrhoeae SRR1661294	2
485.6320	2	1	Neisseria gonorrhoeae SRR1661287	2
485.6321	2	1	Neisseria gonorrhoeae SRR1661293	2
485.6322	2	1	Neisseria gonorrhoeae SRR1661288	2
485.6323	2	1	Neisseria gonorrhoeae SRR1661286	2
485.6324	2	1	Neisseria gonorrhoeae SRR1661295	2
485.6325	2	1	Neisseria gonorrhoeae SRR1661289	2
485.6326	2	1	Neisseria gonorrhoeae SRR1661291	2
485.6327	2	1	Neisseria gonorrhoeae SRR1661290	2
485.6328	2	1	Neisseria gonorrhoeae SRR1661296	2
485.6329	2	1	Neisseria gonorrhoeae SRR1661301	2
485.6330	2	1	Neisseria gonorrhoeae SRR1661297	2
485.6331	2	1	Neisseria gonorrhoeae SRR1661299	2
